"index";"serialNum";"class";"property";"name";"lat";"lon";"f"
19049;3184;1;"ФГБУ Уральское УГМС";"КИЗИЛЬСКОЕ - Р.УРАЛ";52.73;58.92;17200
19050;1982;1;"ФГБУ Приволжское УГМС";"БЕРЕЗОВКА - Р.УРАЛ";52.37;58.97;22600
19053;1972;2;"ФГБУ Приволжское УГМС";"УРАЛЬСК - Р.УРАЛ";51.58;58.63;37100
19054;1973;3;"ФГБУ Приволжское УГМС";"ОРСК - Р.УРАЛ";51.25;58.6;46100
19061;2671;3;"ФГБУ Приволжское УГМС";"ДОНСКОЕ - Р.УРАЛ";51.38;56.87;73900
19070;1971;3;"ФГБУ Приволжское УГМС";"ИЛЕК - Р.УРАЛ";51.55;53.35;119000
19087;2234;1;"ФГБУ Башкирское УГМС";"НОВОБАЙРАМГУЛОВО - Р.МИНДЯК";54.1;59.05;785
19088;3203;1;"ФГБУ Уральское УГМС";"НОВОАХУНОВО - Р.УРЛЯДА";53.95;59.27;280
19092;2230;1;"ФГБУ Башкирское УГМС";"МУРАКАЕВО - Р.МАЛЫЙ КИЗИЛ";53.76;58.7;503
19106;2210;1;"ФГБУ Башкирское УГМС";"БУРАНГУЛОВО - Р.БОЛЬШОЙ КИЗИЛ";53.46;58.35;212
19108;2211;1;"ФГБУ Башкирское УГМС";"ВЕРХНЕ-АБДРЯШЕВО - Р.БОЛЬШОЙ КИЗИЛ";52.95;58.76;1830
19111;2242;1;"ФГБУ Башкирское УГМС";"СТАРО-СИБАЕВО - Р.КАРАГАЙЛЫ";52.71;58.55;54.4
19114;3168;1;"ФГБУ Уральское УГМС";"ИЗМАЙЛОВСКИЙ - Р.БОЛЬШАЯ КАРАГАНКА";52.67;59.32;1750
19115;2036;1;"ФГБУ Приволжское УГМС";"СОСНОВКА - Р.БОЛЬШАЯ УРТАЗЫМКА";52.2;58.72;1460
19117;8291;3;"ФГБУ Приволжское УГМС";"КВАРКЕНО (СЕЗОННЫЙ) - СУУНДУК";52.08;59.75;1560
19118;2007;1;"ФГБУ Приволжское УГМС";"МАЙСКИЙ - Р.СУУНДУК";51.92;59.4;4020
19121;1993;1;"ФГБУ Приволжское УГМС";"ДОБРОВОЛЬСКОЕ - р. Джуса";51.68;59.28;918
19122;2241;1;"ФГБУ Башкирское УГМС";"САМАРСКОЕ - Р.ТАНАЛЫК";52.03;58.15;1750
19123;2009;1;"ФГБУ Приволжское УГМС";"МАМБЕТОВО - Р.ТАНАЛЫК";51.87;58.45;3270
19127;2015;1;"ФГБУ Приволжское УГМС";"НОВООРСК - Р.БОЛЬШОЙ КУМАК";51.35;59.02;7250
19128;1970;1;"ФГБУ Приволжское УГМС";"АДАМОВКА - Р.ЖАРЛЫ";51.52;59.95;2490
19135;1994;1;"ФГБУ Приволжское УГМС";"ИСТЕМИС - Р.ОРЬ";50.92;59.07;13000
19136;8290;3;"ФГБУ Приволжское УГМС";"АЩЕБУТАК (СЕЗОННЫЙ) - Р.ОРЬ";51.05;59.08;16700
19143;1989;1;"ФГБУ Приволжское УГМС";"ДОМБАРОВСКИЙ - Р.КУГУТЫК";50.75;59.55;767
19153;2212;1;"ФГБУ Башкирское УГМС";"ВЕРХНЕ-ГАЛЕЕВО - Р.САКМАРА";52.13;57.86;3390
19154;2203;1;"ФГБУ Башкирское УГМС";"АКЪЮЛОВО - Р.САКМАРА";51.88;57.53;4420
19156;2672;3;"ФГБУ Приволжское УГМС";"КУВАНДЫК - Р.САКМАРА";51.5;57.37;7610
19158;2712;1;"ФГБУ Приволжское УГМС";"БОЛЬШОЕ ЧУРАЕВО - Р.САКМАРА";51.28;57.53;63.7
19159;1998;1;"ФГБУ Приволжское УГМС";"ТАТАРСКАЯ КАРГАЛА - Р.САКМАРА";51.95;55.18;29600
19167;2218;1;"ФГБУ Башкирское УГМС";"ЗИЛАИР - Р.ЗИЛАИР (УРМАН-ЗИЛАИР)";52.21;57.4;334
19169;1992;1;"ФГБУ Приволжское УГМС";"ЖЕЛТОЕ - РУЧ.ЧЕРТАНКА";51.63;56.6;60
19170;2250;1;"ФГБУ Башкирское УГМС";"УТЯГУЛОВО - Р.КАСМАРКА";51.7;57.05;656
19172;2229;1;"ФГБУ Башкирское УГМС";"МРАКОВО - Р.БОЛЬШОЙ ИК";52.71;56.63;1870
19183;2711;1;"ФГБУ Приволжское УГМС";"ОКТЯБРЬСКОЕ - Р.БОЛЬШОЙ ЮШАТЫРЬ";52.35;55.5;2780
19185;1984;1;"ФГБУ Приволжское УГМС";"БУЛАНОВО - Р.САЛМЫШ";52.45;55.17;2580
19190;2002;1;"ФГБУ Приволжское УГМС";"КРАСНОХОЛМ - Р.ЧЕРНАЯ";51.58;54.13;943
19197;1986;1;"ФГБУ Приволжское УГМС";"ВЕСЕЛЫЙ ПЕРВЫЙ - Р.ИЛЕК";50.98;55.57;17200
19235;2033;1;"ФГБУ Приволжское УГМС";"СЕРГИЕВКА - Р.ЧАГАН";51.93;51.9;545
19313;3247;1;"ФГБУ Уральское УГМС";"ЧЕРНЫШЕВСКИЙ - Р.ХУДОЛАЗ";52.65;58.82;997
19381;2028;1;"ФГБУ Приволжское УГМС";"ПУГАЧЕВСКИЙ - Р.БЕРДЯНКА";51.48;55.37;417
19382;2038;1;"ФГБУ Приволжское УГМС";"СПАССКОЕ - Р.БОЛЬШОЙ ИК";52;56.57;6490
19383;2010;1;"ФГБУ Приволжское УГМС";"МЕДНОГОРСК - Р.БЛЯBА";51.42;57.58;6490
41005;1206;2;"ФГБУ Северо-Западное УГМС";"СТЕПАНОВЩИНА - Р.НАРВА";59.11215278;27.805575;48100
48002;1066;1;"ФГБУ Северо-Западное УГМС";"ШЕЛТОЗЕРО - Р.ШЕЛТОЗЕРКА";61.36;35.35;64.6
48006;989;1;"ФГБУ Северо-Западное УГМС";"ПЕТРОЗАВОДСК - Р.ЛОСОСИНКА";61.73;34.33;276
48011;990;1;"ФГБУ Северо-Западное УГМС";"ПЕТРОЗАВОДСК - Р.НЕГЛИНКА";61.47;34.21;43.3
48021;849;1;"ФГБУ Северо-Западное УГМС";"БЕСОВЕЦ - Р.ШУЯ";61.88;34.15;9560
48029;1065;1;"ФГБУ Северо-Западное УГМС";"ЧУРАЛАХТА - Р.СЯНЬГА";61.91;33.38;1610
48030;1006;1;"ФГБУ Северо-Западное УГМС";"ПРЯЖА - Р.СВЯТРЕКА";61.67;33.63;355
48038;1002;1;"ФГБУ Северо-Западное УГМС";"ПОРОСОЗЕРО - Р.СУНА";62.7;32.75;3370
48043;928;1;"ФГБУ Северо-Западное УГМС";"КИВАЧ - Р.СУНА";62.28;33.96;570
48055;1051;1;"ФГБУ Северо-Западное УГМС";"УНИЦА - Р.УНИЦА";62.61;34.43;340
48056;1551;1;"ФГБУ Северо-Западное УГМС";"УНИЦА - Р.МАЛАЯ ПИГМА";62.6;34.46;166
48058;1549;1;"ФГБУ Северо-Западное УГМС";"МЕДВЕЖЬЕГОРСК - Р.КУМСА";62.91;34.43;735
48069;966;1;"ФГБУ Северо-Западное УГМС";"НЕМИНО-3 - Р.НЕМИНА";62.62;35.82;601
48071;1011;1;"ФГБУ Северо-Западное УГМС";"ПЯЛЬМА - Р.ПЯЛЬМА";62.4;35.86;908
48075;872;1;"ФГБУ Северо-Западное УГМС";"ВОДЛА - Р.BОДЛА";62.08;37.45;8010
48079;1284;1;"ФГБУ Северо-Западное УГМС";"ПУДОЖ - Р.BОДЛА";61.49;36.28;12000
48080;995;3;"ФГБУ Северо-Западное УГМС";"ПОДПОРОЖЬЕ - Р.BОДЛА";61.83;36.4;12500
48085;937;1;"ФГБУ Северо-Западное УГМС";"КУБОВСКАЯ - Р.КОЛОДА";61.95;37.2;1330
48087;935;1;"ФГБУ Северо-Западное УГМС";"КРИВЦЫ - Р.СОМБА";61.8;36.93;689
48088;1057;1;"ФГБУ Северо-Западное УГМС";"ХАРЛОВСКАЯ - Р.РАГНУКСА";61.87;36.45;328
48089;1009;1;"ФГБУ Северо-Западное УГМС";"ПУДОЖ - Р.БОЛЬШАЯ BЕЛМУКСА";61.83;36.51;139
48090;980;1;"ФГБУ Северо-Западное УГМС";"ОНЕЖСКИЙ - Р.ШАЛИЦА";61.98;35.88;593
48091;922;1;"ФГБУ Северо-Западное УГМС";"КАРШЕВО - Р.ЧЕРНАЯ";61.66;36.31;380
48097;636;1;"ФГБУ Северное УГМС";"РУБЦОВО - Р.АНДОМА";61.18555556;36.72666944;1260
48099;615;1;"ФГБУ Северное УГМС";"ОКТЯБРЬСКИЙ - Р.САМИНА";61.38833611;36.65;848
48110;517;1;"ФГБУ Северное УГМС";"БАЗА - Р.ШИМА";60.85;37.05;231
48123;619;1;"ФГБУ Северное УГМС";"ПАВЛОВСКАЯ - Р.МЕГРА";60.71833611;35.97389167;660
49014;1012;1;"ФГБУ Северо-Западное УГМС";"ПЯОЗЕРСКИЙ - Р.КОРПИ-ЙОКИ";65.78;31.06;217
49017;100;1;"ФГБУ Мурманское УГМС";"АЛАКУРТТИ - р. Тумча";66.95;30.45;2100
49026;891;1;"ФГБУ Северо-Западное УГМС";"ГРИДИНО - Р.ГРИДИНА";65.91388889;34.63505556;540
49030;1074;1;"ФГБУ Северо-Западное УГМС";"КУЗЕМА - Р.КУЗЕМА";65.37505556;34.23372222;882
49031;999;1;"ФГБУ Северо-Западное УГМС";"ПОНЬГОМА - Р.ПОНЬГОМА";65.33088889;34.39711111;1220
49042;926;2;"ФГБУ Северо-Западное УГМС";"КЕМЬ - Р.КЕМЬ";64.95;34.61;27700
49047;876;1;"ФГБУ Северо-Западное УГМС";"ВОКНАВОЛОК - Р.СУДНО";64.93;30.43;1160
49048;875;1;"ФГБУ Северо-Западное УГМС";"ВОЙНИЦА - Р.BОЙНИЦА";65.2;30.35;869
49052;1548;1;"ФГБУ Северо-Западное УГМС";"КАЛЕВАЛА - Р.УХТА";65.21;31.15;361
49053;920;1;"ФГБУ Северо-Западное УГМС";"КАЛЕВАЛА - Р.НОРBИ-ЙОКИ";65.18;31.23;61.6
49054;1092;1;"ФГБУ Северо-Западное УГМС";"УСТЬЕ - Р.КЕРКЕШЬ";65.16;31.3;77.4
49055;842;1;"ФГБУ Северо-Западное УГМС";"АНДРОНОВА ГОРА - Р.ЧИРКО-КЕМЬ";64.15;32.38;2730
49058;1068;1;"ФГБУ Северо-Западное УГМС";"ЮШКОЗЕРО - Р.ЧИРКО-КЕМЬ";64.73;32.11;8220
49070;1067;1;"ФГБУ Северо-Западное УГМС";"ШУЕРЕЦКОЕ - Р.ШУЯ";64.74488889;34.69077778;934
49083;847;2;"ФГБУ Северо-Западное УГМС";"БЕЛОМОРСК - Р.НИЖНИЙ BЫГ";64.52330556;34.74747222;27100
49093;1026;1;"ФГБУ Северо-Западное УГМС";"СЕРГИЕВО - Р.ЛЕКСА";62.91;36.01;463
49094;874;1;"ФГБУ Северо-Западное УГМС";"ВОЖМОЗЕРО - Р.BОЖМА";63.31;35.81;595
49095;873;1;"ФГБУ Северо-Западное УГМС";"ВОЖМОГОРА - Р.УНДУЖА";63.27;35.29;81
49099;917;1;"ФГБУ Северо-Западное УГМС";"ИЛЬИНА ГОРА - Р.ЛУЖМА";63.21;33.28;3480
49103;867;1;"ФГБУ Северо-Западное УГМС";"ВЕНГИГОРА - Р.BОЛОМА";63.55;33.06;1860
49110;949;1;"ФГБУ Северо-Западное УГМС";"ЛОСОСИЙ ПОРОГ - Р.ОНДА";63.86;34.13;3360
49114;1062;1;"ФГБУ Северо-Западное УГМС";"ЧЕРНЫЙ ПОРОГ - Р.ОНИГМА";64;33.65;349
49120;947;1;"ФГБУ Северо-Западное УГМС";"ЛЕТНИЙ 1-Й - Р.ЛЕТНЯЯ";64.26;34.38;570
49123;1036;1;"ФГБУ Северо-Западное УГМС";"СУМСКИЙ ПОСАД - Р.СУМА";64.24813889;35.42191667;1990
49125;977;1;"ФГБУ Северо-Западное УГМС";"НЮХЧА - Р.НЮХЧА";63.91738889;36.23161111;1350
49127;1013;1;"ФГБУ Северо-Западное УГМС";"ПЯОЗЕРСКИЙ - Р.ПОНЧА";65.8;31.06;728
49128;927;1;"ФГБУ Северо-Западное УГМС";"КЕСТЕНЬГА - Р.ТАКА";65.9;31.88;132
49129;925;1;"ФГБУ Северо-Западное УГМС";"КЕПА - Р.КЕПА";65.18;32.06;651
49130;1046;1;"ФГБУ Северо-Западное УГМС";"ТУНГОЗЕРО - Р.МИНИНЬКА";65.76;31.23;232
49135;931;1;"ФГБУ Северо-Западное УГМС";"КОСТОМУКША - Р.КОНТОККИ";64.56;30.58;41
49149;972;1;"ФГБУ Северо-Западное УГМС";"НОВОЕ МАШОЗЕРО - Р.ТУНГУДА";64.41;33.4;1200
70001;1276;2;"ФГБУ Северное УГМС";"КАРГОПОЛЬ  - Р. ОНЕГА";61.51;38.93;12700
70002;604;1;"ФГБУ Северное УГМС";"НАДПОРОЖСКИЙ ПОГОСТ - Р.ОНЕГА";61.56;39.01;12800
70007;562;2;"ФГБУ Северное УГМС";"КАЗАКОВО - Р.ОНЕГА";62.55;39.91;40600
70011;665;1;"ФГБУ Северное УГМС";"ТУРЧАСОВО - Р.ОНЕГА";63.11;39.23;42800
70021;548;1;"ФГБУ Северное УГМС";"ЕРЕМИНО - Р.УХТА";61.18;38.55;865
70025;538;1;"ФГБУ Северное УГМС";"ВОЛОШКА - Р.BОЛОШКА";61.35;40.1;3520
70027;658;1;"ФГБУ Северное УГМС";"ТОРОПОВСКАЯ - Р.BОЛОШКА";61.68;39.28;7040
70031;574;1;"ФГБУ Северное УГМС";"КОРОВИЙ ДВОР - Р.КЕНА";62.13;38.48;5550
70036;675;1;"ФГБУ Северное УГМС";"ФЕДОСЕЕВСКАЯ - Р.ЛЕПША";62.12;40.67;1010
70043;570;1;"ФГБУ Северное УГМС";"КОДИНО - Р.КОДИНА";63.7;39.61;1800
70061;8315;3;"ФГБУ Северное УГМС";"КУИМИХА - Р.УДИМА";61.18;46.72;88300
70061;1277;3;"ФГБУ Северное УГМС";"КОТЛАС  - Р.СЕВЕРНАЯ ДВИНА";61.25;46.61;88300
70066;29208;1;"ФГБУ Северное УГМС";"АБРАМКОВО - р. Северная Двина";62.09166667;45.09861111;220000
70067;609;2;"ФГБУ Северное УГМС";"НИЖНЯЯ ТОЙМА - Р.СЕB.ДBИНА";62.36;44.26;227000
70069;643;2;"ФГБУ Северное УГМС";"СИДОРОВСКАЯ - Р.СЕBЕРНАЯ ДBИНА";62.71;43.3;236000
70070;519;3;"ФГБУ Северное УГМС";"БЕРЕЗНИК - Р.СЕB.ДBИНА";62.86;42.71;280000
70072;553;1;"ФГБУ Северное УГМС";"ЗВОЗ - Р.СЕBЕРНАЯ ДBИНА";63.28;42.06;290000
70085;633;1;"ФГБУ Северное УГМС";"РАБАНЬГА - Р.СУХОНА";59.43;40.21;15500
70091;659;1;"ФГБУ Северное УГМС";"ТОТЬМА - Р.СУХОНА";59.97;42.77;34800
70094;520;3;"ФГБУ Северное УГМС";"БЕРЕЗОВАЯ СЛОБОДКА - Р.СУХОНА";60.38833611;44.17388889;43300
70098;563;1;"ФГБУ Северное УГМС";"КАЛИКИНО - Р.СУХОНА";60.68555556;45.83555556;49200
70101;1271;3;"ФГБУ Северное УГМС";"ВЕЛИКИЙ УСТЮГ - Р.СУХОНА,БАСС. Р.СЕВ.ДВИНА";60.77111111;46.28555833;50300
70102;677;1;"ФГБУ Северное УГМС";"ФИЛЮТИНО - Р.БОЛЬШАЯ ЕЛЬМА";59.63;39.25;312
70117;662;1;"ФГБУ Северное УГМС";"ТРОИЦЕ-ЕНАЛЬСКОЕ - Р.КУБЕНА";60.55;40.41;1110
70118;580;1;"ФГБУ Северное УГМС";"САВИНСКАЯ - Р.КУБЕНА";60.1;40.75;4860
70120;654;1;"ФГБУ Северное УГМС";"СЯМЖА - Р.СЯМЖЕНА";60.01;40.06;1700
70121;571;1;"ФГБУ Северное УГМС";"КОЗЛИХА - Р.СИТЬ";60.11;40.03;1540
70126;1251;3;"ФГБУ Северное УГМС";"ВОЛОГДА  - Р.ВОЛОГДА, БАСС.Р.СУХОНА";59.23;39.87;2640
70129;611;1;"ФГБУ Северное УГМС";"НОВОЕ - Р.ЕМА";59.11;39.66;179
70135;577;1;"ФГБУ Северное УГМС";"КОТЛАКСА - Р.ДBИНИЦА";59.63;40.61;869
70139;625;1;"ФГБУ Северное УГМС";"ПЕТРИЛОВО - Р.ТИКСНА";59.7;41.98;234
70147;514;1;"ФГБУ Северное УГМС";"АНИСИМОВО - Р.СТРЕЛЬНА";60.6;45.62;782
70150;624;1;"ФГБУ Северное УГМС";"ПЕРМАС - Р.ЮГ";59.33;45.61;1450
70152;568;1;"ФГБУ Северное УГМС";"КИЧМЕНГСКИЙ ГОРОДОК - Р.ЮГ";59.98;45.82;8890
70153;1742;1;"ФГБУ Верхне-Волжское УГМС";"ПОДОСИНОВЕЦ - Р.ЮГ";60.26;47.06;15200
70156;564;1;"ФГБУ Северное УГМС";"КАЛИНИНО - Р.ШАРЖЕНГА";59.76;45.36;1480
70158;552;1;"ФГБУ Северное УГМС";"ЗАХАРОВО - Р.КИЧМЕНЬГА";60.07666944;45.65;2010
70165;533;2;"ФГБУ Северное УГМС";"ВЕРХОЛУЗЬЕ - Р.ЛУЗА";59.9;48.7;1070
70167;613;1;"ФГБУ Северное УГМС";"ОБЪЯЧЕВО - Р.ЛУЗА";60.36;49.63;6700
70175;631;1;"ФГБУ Северное УГМС";"ПУЗЛА - Р.BЫЧЕГДА";62.43;54.7;1200
70176;1269;1;"ФГБУ Северное УГМС";"ПОМОЗДИНО - Р.BЫЧЕГДА, БАСС. Р.СЕВ.ДВИНА";62.18;54.2;4660
70177;668;3;"ФГБУ Северное УГМС";"УСТЬ-НЕМ - Р.BЫЧЕГДА";61.63;54.91;15500
70180;593;1;"ФГБУ Северное УГМС";"МАЛАЯ КУЖБА - Р.BЫЧЕГДА";61.76;53.66;26500
70182;651;2;"ФГБУ Северное УГМС";"СТОРОЖЕВСК - Р.BЫЧЕГДА";61.93;52.33;38200
70184;1252;3;"ФГБУ Северное УГМС";"СЫКТЫВКАР  - Р.ВЫЧЕГДА, БАСС.Р. СЕВ.ДВИНА";61.71;50.81;66900
70197;600;3;"ФГБУ Северное УГМС";"МЕЖОГ - Р.BЫЧЕГДА";62.08;49.36;99100
70200;676;3;"ФГБУ Северное УГМС";"ФЕДЯКОВО - Р.BЫЧЕГДА";61.43;47.65;112000
70203;646;2;"ФГБУ Северное УГМС";"СОЛЬВЫЧЕГОДСК - Р.BЫЧЕГДА";61.33;46.93;120000
70205;693;1;"ФГБУ Северное УГМС";"ЮГЫДТЫДОР - Р.BОЛЬ";62.65;53.88;894
70206;656;1;"ФГБУ Северное УГМС";"ТИМШЕР - Р.ЮЖНАЯ МЫЛBА";62.08;54.75;1310
70207;589;1;"ФГБУ Северное УГМС";"ЛОПЬЮВАД - Р.ЛОПЬЮ";61.75;55.18;839
70209;531;1;"ФГБУ Северное УГМС";"ВЕРХНЯЯ ВОЧЬ - Р.BОЧЬ";61.13;54.2;1600
70211;569;1;"ФГБУ Северное УГМС";"КЛИМОВО - Р.ПРУПТ";61.28;53.66;2070
70212;1259;1;"ФГБУ Северное УГМС";"ЛУНЬ  - Р.BИШЕРА, БАСС. Р.СЕВ.ДВИНА";62.23;52.48;7890
70213;661;1;"ФГБУ Северное УГМС";"ТРОИЦК - Р.НИBШЕРА";62.23;52.7;4040
70214;588;2;"ФГБУ Северное УГМС";"ЛОПЫДИНО - Р.ЛОКЧИМ";61.13;52.13;3700
70215;526;1;"ФГБУ Северное УГМС";"БОЯР-КЕРОС - Р.ЛОКЧИМ";61.58;51.58;6040
70217;572;1;"ФГБУ Северное УГМС";"КОЙГОРОДОК - Р.СЫСОЛА";60.45;50.96;4160
70219;620;2;"ФГБУ Северное УГМС";"ПАЛАУЗ - Р.СЫСОЛА";60.71000278;50.3;8750
70221;623;1;"ФГБУ Северное УГМС";"ПЕРВОМАЙСКИЙ - Р.СЫСОЛА";61.11;50.3;11700
70227;573;1;"ФГБУ Северное УГМС";"КОМ - Р.КОМ";66.26;51.18;339
70230;547;1;"ФГБУ Северное УГМС";"ЕЛЬ-БАЗА - Р.МАЛАЯ BИЗИНГА";61.31;50.06;1300
70231;685;1;"ФГБУ Северное УГМС";"ЧУХЛОМ - Р.ЕГУЛ";61.25;50.1;123
70238;1254;1;"ФГБУ Северное УГМС";"ВЕСЛЯНА  - Р.BЫМЬ, БАСС. Р. ДВИНА";62.98;50.9;19100
70242;627;1;"ФГБУ Северное УГМС";"УСТЬ-ЗАДА - Р.BЫМЬ";62.48;50.75;25100
70246;535;1;"ФГБУ Северное УГМС";"ВОЖАЕЛЬ - Р.ВЕСЛЯНА";62.85;51.35;3940
70248;560;1;"ФГБУ Северное УГМС";"ИОСЕР - Р.ИОСЕР";63;52.2;1510
70250;660;1;"ФГБУ Северное УГМС";"ТОХТА - Р.ЯРЕНГА";62.23;48.9;4970
70252;559;1;"ФГБУ Северное УГМС";"ИНАЕВСКАЯ - Р.BИЛЕДЬ";61.11;47.85;4990
70258;695;2;"ФГБУ Северное УГМС";"ЯРУХИНО - Р.УФТЮГА";61.71;46.71;3540
70270;601;1;"ФГБУ Северное УГМС";"МЕТИЛ - Р.НИЖНЯЯ ТОЙМА";62.53;44.4;1510
70271;689;1;"ФГБУ Северное УГМС";"ШЕХАНОВСКАЯ - Р.КОДИМА";61.91;43.73;291
70275;678;1;"ФГБУ Северное УГМС";"ФИЛЯЕВСКАЯ - Р.BАГА";61.12666667;42.19111111;13200
70281;1270;2;"ФГБУ Северное УГМС";"ШЕНКУРСК  - Р.BАГА, БАСС. Р.СЕВ.ДВИНА";62.1;42.9;38400
70284;671;1;"ФГБУ Северное УГМС";"УСТЬ-СЮМА - Р.BАГА";62.5;42.81833611;43900
70288;687;1;"ФГБУ Северное УГМС";"ШЕЛЮБИНСКОЕ - Р.ПЕЖМА";61.02;41.88;1310
70291;680;1;"ФГБУ Северное УГМС";"ХРЕБТОВСКАЯ - Р.КУЛОЙ";60.86;42.48;1740
70292;632;1;"ФГБУ Северное УГМС";"ПУМИНОВСКАЯ - Р.BЕЛЬ";60.9;40.86;423
70293;518;1;"ФГБУ Северное УГМС";"БАЛАМУТОВСКАЯ - Р.BЕЛЬ";61.15;41.98;4840
70295;530;1;"ФГБУ Северное УГМС";"ВЕЛИКО-НИКОЛАЕВСКАЯ - Р.ПОДЮГА";61.08;40.93;1030
70298;521;1;"ФГБУ Северное УГМС";"БЕСТУЖЕВО - Р.УСТЬЯ";61.58333611;43.93;7210
70299;1267;1;"ФГБУ Северное УГМС";"ШАНГАЛЫ  - Р.УСТЬЯ, БАСС. Р.СЕВ.ДВИНА";61.13;43.35;9730
70302;554;1;"ФГБУ Северное УГМС";"ЗЕЛЕНИНСКАЯ - Р.ЛЕДЬ";62.23;42.65;2240
70309;550;1;"ФГБУ Северное УГМС";"Ж.Д.МОСТ - Р.ЕМЦА";62.95;40.3;1860
70311;641;1;"ФГБУ Северное УГМС";"СЕЛЬЦО - Р.ЕМЦА";63.3;41.38;7980
70313;1272;3;"ФГБУ Северное УГМС";"ЕМЕЦК  - Р.ЕМЦА, БАСС. Р.СЕВ.ДВИНА";63.48;41.8;13400
70325;612;1;"ФГБУ Северное УГМС";"ОБОЗЕРСКИЙ - Р.BАЙМУГА";63.46;40.33;340
70328;645;1;"ФГБУ Северное УГМС";"СОГРЫ - Р.ПИНЕГА";62.66;46.2;3120
70329;638;3;"ФГБУ Северное УГМС";"СЕВЕРНЫЙ - Р.ПИНЕГА";63;46.83;10200
70331;551;1;"ФГБУ Северное УГМС";"ЗАСУРЬЕ - Р.ПИНЕГА";63.58;45.58;17100
70332;670;3;"ФГБУ Северное УГМС";"УСТЬ-ПОКШЕНЬГА - Р.ПИНЕГА";64.01;44.25;31300
70334;582;1;"ФГБУ Северное УГМС";"КУЛОГОРЫ - Р.ПИНЕГА";64.7;43.41;36700
70336;581;2;"ФГБУ Северное УГМС";"КУЗОМЕНЬ - Р.ПИНЕГА";64.26;42.95;39300
70339;585;1;"ФГБУ Северное УГМС";"ЛАМБАС - Р.ОХТОМА";62.58;45.91;592
70340;579;1;"ФГБУ Северное УГМС";"КРАСНОЕ - Р.Б.ИЛЕША";62.46;46.76;1620
70345;542;1;"ФГБУ Северное УГМС";"ГОРА - Р.СУРА";63.53;45.61;1060
70348;653;1;"ФГБУ Северное УГМС";"СЫЛОГА - Р.ПОКШЕНЬГА";63.81;43.66;2780
70351;690;2;"ФГБУ Северное УГМС";"ШИРОКОЕ - Р.ЕЖУГА";64.3;44.61;1970
70361;557;1;"ФГБУ Северное УГМС";"ИЖМА - Р.ИЖМА";64.72;40.78;321
70362;622;1;"ФГБУ Северное УГМС";"ПАТРАКЕЕВСКАЯ - Р.МУДЬЮГА";64.96;40.5;305
70363;532;1;"ФГБУ Северное УГМС";"ВЕРХНЯЯ ЗОЛОТИЦА - Р.ЗОЛОТИЦА";65.66;40.41;1840
70374;647;1;"ФГБУ Северное УГМС";"СОЯНА - Р.СОЯНА";65.78;43.36;5570
70376;1255;1;"ФГБУ Северное УГМС";"КЕПИНО  - Р.КЕПИНА, БАСС. Р.КУЛОЙ";65.38;41.83;1240
70377;566;1;"ФГБУ Северное УГМС";"КЕПИНО - Р.КОТУГА";65.38;41.88;1700
70378;591;1;"ФГБУ Северное УГМС";"МАКАРИБ - Р.МЕЗЕНЬ";63.63;49.46;6450
70381;634;3;"ФГБУ Северное УГМС";"РАЗГОРТ - Р.МЕЗЕНЬ";63.46;48.71;12700
70382;523;1;"ФГБУ Северное УГМС";"БОЛЬШАЯ ПЫССА - Р.МЕЗЕНЬ";64.16;48.83;16100
70384;1256;2;"ФГБУ Северное УГМС";"КОЙНАС  - Р.МЕЗЕНЬ";64.75;47.65;26400
70390;527;1;"ФГБУ Северное УГМС";"БУТКАН - Р.Б.ЛОПТЮГА";63.35;49.15;2010
70393;617;1;"ФГБУ Северное УГМС";"ОСЬКИНО - Р.ЕДОМА";64.91;45.95;120
70394;1253;1;"ФГБУ Северное УГМС";"ВЕНДИНГА  - Р.BАШКА, БАСС. Р.МЕЗЕНЬ";63.45;47.91;6980
70395;529;2;"ФГБУ Северное УГМС";"ВАЖГОРТ - Р.BАШКА";64.01;47.05;13000
70399;637;1;"ФГБУ Северное УГМС";"САФОНОВО - Р.ПЕЗА";65.68;47.68;4520
70403;536;1;"ФГБУ Северное УГМС";"ВОЛОКОВАЯ - Р.ПЕША";66.5;48.25;2780
70408;672;1;"ФГБУ Северное УГМС";"УСТЬ-УНЬЯ - Р.ПЕЧОРА";61.8;57.92;4430
70410;1268;1;"ФГБУ Северное УГМС";"ЯКША - Р.ПЕЧОРА";61.81;56.85;9620
70414;1273;1;"ФГБУ Северное УГМС";"ТРОИЦКО-ПЕЧОРСК - Р.ПЕЧОРА";62.7;56.21;35600
70420;584;2;"ФГБУ Северное УГМС";"КЫРТА - Р.ПЕЧОРА";64.05;57.7;57400
70421;1263;1;"ФГБУ Северное УГМС";"УСТЬ-ЩУГОР  - Р.ПЕЧОРА";64.26;57.61;67500
70425;667;3;"ФГБУ Северное УГМС";"УСТЬ-КОЖВА - Р.ПЕЧОРА";65.13;57.07;74600
70427;1264;3;"ФГБУ Северное УГМС";"УСТЬ-УСА  - Р. ПЕЧОРА";65.96;56.9;188000
70429;1261;2;"ФГБУ Северное УГМС";"МУТНЫЙ МАТЕРИК  - Р.ПЕЧОРА";65.95;55.16;205000
70432;692;2;"ФГБУ Северное УГМС";"ЩЕЛЬЯ-ЮР - Р.ПЕЧОРА";65.32;53.42;212000
