habs,Dates,hrel
119.67,24-08-2016,63
119.64,25-08-2016,60
119.64,26-08-2016,60
119.64,27-08-2016,60
119.63,28-08-2016,59
119.63,29-08-2016,59
119.83,30-08-2016,79
119.85,31-08-2016,81
119.76,01-09-2016,72
119.73,02-09-2016,69
119.71,03-09-2016,67
119.68,04-09-2016,64
119.69,05-09-2016,65
119.74,06-09-2016,70
119.72,07-09-2016,68
119.71,08-09-2016,67
119.71,09-09-2016,67
119.69,10-09-2016,65
119.68,11-09-2016,64
119.69,12-09-2016,65
119.66,13-09-2016,62
119.65,14-09-2016,61
119.62,15-09-2016,58
119.62,16-09-2016,58
119.63,17-09-2016,59
119.64,18-09-2016,60
119.58,19-09-2016,54
119.57,20-09-2016,53
119.56,21-09-2016,52
119.56,22-09-2016,52
119.57,23-09-2016,53
119.59,24-09-2016,55
119.6,25-09-2016,56
119.6,26-09-2016,56
119.61,27-09-2016,57
119.61,28-09-2016,57
119.6,29-09-2016,56
119.61,30-09-2016,57
119.61,01-10-2016,57
119.6,02-10-2016,56
119.58,03-10-2016,54
119.56,04-10-2016,52
119.58,05-10-2016,54
119.6,06-10-2016,56
119.61,07-10-2016,57
119.62,08-10-2016,58
119.63,09-10-2016,59
119.64,10-10-2016,60
119.68,11-10-2016,64
119.69,12-10-2016,65
119.72,13-10-2016,68
119.73,14-10-2016,69
119.73,15-10-2016,69
119.74,16-10-2016,70
119.62,17-10-2016,58
119.61,18-10-2016,57
119.59,19-10-2016,55
119.58,20-10-2016,54
119.58,21-10-2016,54
119.58,22-10-2016,54
119.57,23-10-2016,53
119.55,24-10-2016,51
119.55,25-10-2016,51
119.54,26-10-2016,50
119.55,27-10-2016,51
119.56,28-10-2016,52
119.57,29-10-2016,53
119.57,30-10-2016,53
119.57,31-10-2016,53
119.56,01-11-2016,52
119.56,02-11-2016,52
119.57,03-11-2016,53
119.58,04-11-2016,54
119.58,05-11-2016,54
119.59,06-11-2016,55
119.57,07-11-2016,53
119.7,08-11-2016,66
119.71,09-11-2016,67
119.74,10-11-2016,70
119.77,11-11-2016,73
119.81,12-11-2016,77
119.83,13-11-2016,79
119.93,14-11-2016,89
119.98,15-11-2016,94
120.0,16-11-2016,96
119.93,17-11-2016,89
119.88,18-11-2016,84
119.87,19-11-2016,83
119.84,20-11-2016,80
119.82,21-11-2016,78
119.66,22-11-2016,62
119.62,23-11-2016,58
119.6,24-11-2016,56
119.72,25-11-2016,68
119.74,26-11-2016,70
119.77,27-11-2016,73
119.83,28-11-2016,79
119.85,29-11-2016,81
119.73,30-11-2016,69
119.72,01-12-2016,68
119.69,02-12-2016,65
119.67,03-12-2016,63
119.69,04-12-2016,65
119.71,05-12-2016,67
119.69,06-12-2016,65
119.73,07-12-2016,69
119.83,08-12-2016,79
119.86,09-12-2016,82
119.8,10-12-2016,76
119.71,11-12-2016,67
119.79,12-12-2016,75
119.82,13-12-2016,78
119.93,14-12-2016,89
119.97,15-12-2016,93
120.01,16-12-2016,97
119.99,17-12-2016,95
119.94,18-12-2016,90
119.85,19-12-2016,81
119.77,20-12-2016,73
119.68,21-12-2016,64
119.59,22-12-2016,55
119.58,23-12-2016,54
119.58,24-12-2016,54
119.56,25-12-2016,52
119.56,26-12-2016,52
119.58,27-12-2016,54
119.6,28-12-2016,56
119.6,29-12-2016,56
119.61,30-12-2016,57
119.61,31-12-2016,57
119.6,01-01-2017,56
119.62,02-01-2017,58
119.63,03-01-2017,59
119.65,04-01-2017,61
119.66,05-01-2017,62
119.68,06-01-2017,64
119.9,07-01-2017,86
120.03,08-01-2017,99
120.05,09-01-2017,101
120.05,10-01-2017,101
120.03,11-01-2017,99
120.01,12-01-2017,97
120.04,13-01-2017,100
120.05,14-01-2017,101
120.08,15-01-2017,104
119.91,16-01-2017,87
119.73,17-01-2017,69
119.63,18-01-2017,59
119.63,19-01-2017,59
119.63,20-01-2017,59
119.63,21-01-2017,59
119.64,22-01-2017,60
119.62,23-01-2017,58
119.59,24-01-2017,55
119.59,25-01-2017,55
119.79,26-01-2017,75
119.83,27-01-2017,79
119.76,28-01-2017,72
119.72,29-01-2017,68
119.77,30-01-2017,73
119.78,31-01-2017,74
119.76,01-02-2017,72
119.73,02-02-2017,69
119.78,03-02-2017,74
119.79,04-02-2017,75
119.79,05-02-2017,75
119.84,06-02-2017,80
120.02,07-02-2017,98
120.04,08-02-2017,100
120.08,09-02-2017,104
119.98,10-02-2017,94
119.92,11-02-2017,88
119.86,12-02-2017,82
119.88,13-02-2017,84
119.86,14-02-2017,82
119.78,15-02-2017,74
119.55,16-02-2017,51
119.54,17-02-2017,50
119.55,18-02-2017,51
119.55,19-02-2017,51
119.53,20-02-2017,49
119.53,21-02-2017,49
119.55,22-02-2017,51
119.56,23-02-2017,52
119.57,24-02-2017,53
119.59,25-02-2017,55
119.61,26-02-2017,57
119.63,27-02-2017,59
119.64,28-02-2017,60
119.66,01-03-2017,62
119.69,02-03-2017,65
119.77,03-03-2017,73
119.83,04-03-2017,79
120.03,05-03-2017,99
120.3,06-03-2017,126
120.6,07-03-2017,156
120.94,08-03-2017,190
121.33,09-03-2017,229
121.67,10-03-2017,263
121.95,11-03-2017,291
122.25,12-03-2017,321
122.71,13-03-2017,367
122.36,14-03-2017,332
122.23,15-03-2017,319
121.98,16-03-2017,294
121.98,17-03-2017,294
122.43,18-03-2017,339
122.47,19-03-2017,343
122.23,20-03-2017,319
122.17,21-03-2017,313
122.42,22-03-2017,338
122.57,23-03-2017,353
123.0,24-03-2017,396
122.82,25-03-2017,378
123.36,26-03-2017,432
123.18,27-03-2017,414
122.29,28-03-2017,325
121.7,29-03-2017,266
121.49,30-03-2017,245
121.35,31-03-2017,231
121.1,01-04-2017,206
120.79,02-04-2017,175
120.58,03-04-2017,154
120.61,04-04-2017,157
120.92,05-04-2017,188
121.24,06-04-2017,220
121.46,07-04-2017,242
121.54,08-04-2017,250
121.36,09-04-2017,232
121.58,10-04-2017,254
121.28,11-04-2017,224
120.81,12-04-2017,177
120.64,13-04-2017,160
120.57,14-04-2017,153
120.5,15-04-2017,146
120.38,16-04-2017,134
120.65,17-04-2017,161
120.65,18-04-2017,161
120.66,19-04-2017,162
120.59,20-04-2017,155
120.4,21-04-2017,136
120.33,22-04-2017,129
120.25,23-04-2017,121
120.12,24-04-2017,108
120.11,25-04-2017,107
120.07,26-04-2017,103
120.03,27-04-2017,99
120.04,28-04-2017,100
120.03,29-04-2017,99
119.96,30-04-2017,92
119.89,01-05-2017,85
121.67,02-05-2017,263
121.23,03-05-2017,219
120.65,04-05-2017,161
120.51,05-05-2017,147
120.4,06-05-2017,136
120.22,07-05-2017,118
120.04,08-05-2017,100
119.98,09-05-2017,94
119.94,10-05-2017,90
121.84,11-05-2017,280
122.22,12-05-2017,318
122.36,13-05-2017,332
121.61,14-05-2017,257
121.34,15-05-2017,230
120.99,16-05-2017,195
120.75,17-05-2017,171
120.53,18-05-2017,149
120.46,19-05-2017,142
120.42,20-05-2017,138
120.33,21-05-2017,129
120.2,22-05-2017,116
120.16,23-05-2017,112
120.12,24-05-2017,108
120.0,25-05-2017,96
119.94,26-05-2017,90
119.91,27-05-2017,87
119.88,28-05-2017,84
119.85,29-05-2017,81
119.85,30-05-2017,81
119.82,31-05-2017,78
119.83,01-06-2017,79
119.84,02-06-2017,80
119.86,03-06-2017,82
119.9,04-06-2017,86
119.81,05-06-2017,77
119.83,06-06-2017,79
119.79,07-06-2017,75
119.79,08-06-2017,75
119.79,09-06-2017,75
119.8,10-06-2017,76
119.8,11-06-2017,76
119.82,12-06-2017,78
119.84,13-06-2017,80
119.85,14-06-2017,81
119.78,15-06-2017,74
119.88,16-06-2017,84
119.89,17-06-2017,85
119.87,18-06-2017,83
119.89,19-06-2017,85
119.88,20-06-2017,84
119.84,21-06-2017,80
119.79,22-06-2017,75
119.81,23-06-2017,77
119.85,24-06-2017,81
119.81,25-06-2017,77
119.83,26-06-2017,79
119.82,27-06-2017,78
119.81,28-06-2017,77
119.85,29-06-2017,81
119.86,30-06-2017,82
120.2,01-07-2017,116
120.51,02-07-2017,147
120.94,03-07-2017,190
120.76,04-07-2017,172
120.93,05-07-2017,189
120.86,06-07-2017,182
120.8,07-07-2017,176
120.75,08-07-2017,171
120.74,09-07-2017,170
120.54,10-07-2017,150
120.33,11-07-2017,129
120.18,12-07-2017,114
120.06,13-07-2017,102
120.01,14-07-2017,97
119.95,15-07-2017,91
119.98,16-07-2017,94
120.36,17-07-2017,132
120.45,18-07-2017,141
120.7,19-07-2017,166
120.74,20-07-2017,170
120.63,21-07-2017,159
120.54,22-07-2017,150
120.38,23-07-2017,134
120.12,24-07-2017,108
120.03,25-07-2017,99
119.96,26-07-2017,92
119.89,27-07-2017,85
119.85,28-07-2017,81
119.83,29-07-2017,79
119.78,30-07-2017,74
119.73,31-07-2017,69
119.72,01-08-2017,68
119.7,02-08-2017,66
119.74,03-08-2017,70
119.73,04-08-2017,69
119.72,05-08-2017,68
119.71,06-08-2017,67
119.67,07-08-2017,63
119.64,08-08-2017,60
119.66,09-08-2017,62
119.65,10-08-2017,61
119.65,11-08-2017,61
119.64,12-08-2017,60
119.63,13-08-2017,59
119.63,14-08-2017,59
119.61,15-08-2017,57
119.6,16-08-2017,56
119.59,17-08-2017,55
119.59,18-08-2017,55
119.58,19-08-2017,54
119.57,20-08-2017,53
119.57,21-08-2017,53
119.57,22-08-2017,53
119.56,23-08-2017,52
119.58,24-08-2017,54
119.6,25-08-2017,56
119.6,26-08-2017,56
119.61,27-08-2017,57
119.62,28-08-2017,58
119.64,29-08-2017,60
119.65,30-08-2017,61
119.62,31-08-2017,58
119.61,01-09-2017,57
119.6,02-09-2017,56
119.6,03-09-2017,56
119.59,04-09-2017,55
119.58,05-09-2017,54
119.59,06-09-2017,55
119.64,07-09-2017,60
119.69,08-09-2017,65
119.73,09-09-2017,69
119.79,10-09-2017,75
119.85,11-09-2017,81
119.83,12-09-2017,79
119.78,13-09-2017,74
119.75,14-09-2017,71
119.71,15-09-2017,67
119.68,16-09-2017,64
119.68,17-09-2017,64
119.66,18-09-2017,62
119.64,19-09-2017,60
119.63,20-09-2017,59
119.63,21-09-2017,59
119.63,22-09-2017,59
119.63,23-09-2017,59
119.62,24-09-2017,58
119.62,25-09-2017,58
119.62,26-09-2017,58
119.61,27-09-2017,57
119.6,28-09-2017,56
119.6,29-09-2017,56
119.6,30-09-2017,56
119.59,01-10-2017,55
119.59,02-10-2017,55
119.58,03-10-2017,54
119.59,04-10-2017,55
119.6,05-10-2017,56
119.62,06-10-2017,58
119.64,07-10-2017,60
119.65,08-10-2017,61
119.66,09-10-2017,62
119.67,10-10-2017,63
119.67,11-10-2017,63
119.68,12-10-2017,64
119.69,13-10-2017,65
119.71,14-10-2017,67
119.72,15-10-2017,68
119.81,16-10-2017,77
119.86,17-10-2017,82
120.02,18-10-2017,98
120.17,19-10-2017,113
120.07,20-10-2017,103
120.04,21-10-2017,100
120.01,22-10-2017,97
119.83,23-10-2017,79
119.8,24-10-2017,76
119.79,25-10-2017,75
119.77,26-10-2017,73
119.75,27-10-2017,71
119.73,28-10-2017,69
119.73,29-10-2017,69
119.73,30-10-2017,69
119.75,31-10-2017,71
119.79,01-11-2017,75
119.77,02-11-2017,73
120.21,03-11-2017,117
120.24,04-11-2017,120
120.31,05-11-2017,127
120.39,06-11-2017,135
120.34,07-11-2017,130
120.12,08-11-2017,108
119.95,09-11-2017,91
119.9,10-11-2017,86
119.89,11-11-2017,85
119.83,12-11-2017,79
119.83,13-11-2017,79
119.85,14-11-2017,81
119.95,15-11-2017,91
120.04,16-11-2017,100
120.13,17-11-2017,109
120.3,18-11-2017,126
120.42,19-11-2017,138
120.43,20-11-2017,139
120.44,21-11-2017,140
120.33,22-11-2017,129
120.25,23-11-2017,121
120.21,24-11-2017,117
120.14,25-11-2017,110
120.06,26-11-2017,102
120.01,27-11-2017,97
119.92,28-11-2017,88
119.88,29-11-2017,84
119.73,30-11-2017,69
119.68,01-12-2017,64
119.7,02-12-2017,66
119.81,03-12-2017,77
119.87,04-12-2017,83
119.92,05-12-2017,88
119.93,06-12-2017,89
119.86,07-12-2017,82
119.81,08-12-2017,77
119.79,09-12-2017,75
119.74,10-12-2017,70
119.9,11-12-2017,86
119.94,12-12-2017,90
120.01,13-12-2017,97
120.03,14-12-2017,99
120.67,15-12-2017,163
120.79,16-12-2017,175
120.98,17-12-2017,194
121.34,18-12-2017,230
123.11,19-12-2017,407
123.81,20-12-2017,477
123.78,21-12-2017,474
122.95,22-12-2017,391
122.11,23-12-2017,307
121.32,24-12-2017,228
120.69,25-12-2017,165
120.34,26-12-2017,130
120.43,27-12-2017,139
120.59,28-12-2017,155
120.65,29-12-2017,161
120.6,30-12-2017,156
120.67,31-12-2017,163
120.77,01-01-2018,173
121.23,02-01-2018,219
121.51,03-01-2018,247
121.66,04-01-2018,262
121.59,05-01-2018,255
121.29,06-01-2018,225
121.0,07-01-2018,196
120.77,08-01-2018,173
120.53,09-01-2018,149
120.36,10-01-2018,132
120.25,11-01-2018,121
120.19,12-01-2018,115
120.13,13-01-2018,109
120.01,14-01-2018,97
119.93,15-01-2018,89
119.98,16-01-2018,94
120.0,17-01-2018,96
119.95,18-01-2018,91
119.9,19-01-2018,86
119.92,20-01-2018,88
119.93,21-01-2018,89
119.92,22-01-2018,88
119.91,23-01-2018,87
119.87,24-01-2018,83
119.86,25-01-2018,82
119.86,26-01-2018,82
119.85,27-01-2018,81
119.83,28-01-2018,79
119.84,29-01-2018,80
119.84,30-01-2018,80
119.8,31-01-2018,76
119.78,01-02-2018,74
119.76,02-02-2018,72
119.74,03-02-2018,70
119.74,04-02-2018,70
120.02,05-02-2018,98
120.1,06-02-2018,106
120.2,07-02-2018,116
120.26,08-02-2018,122
120.28,09-02-2018,124
120.31,10-02-2018,127
120.37,11-02-2018,133
120.45,12-02-2018,141
119.95,13-02-2018,91
119.89,14-02-2018,85
119.74,15-02-2018,70
119.72,16-02-2018,68
119.7,17-02-2018,66
119.7,18-02-2018,66
119.71,19-02-2018,67
119.72,20-02-2018,68
119.73,21-02-2018,69
119.85,22-02-2018,81
119.92,23-02-2018,88
120.04,24-02-2018,100
119.91,25-02-2018,87
119.93,26-02-2018,89
120.02,27-02-2018,98
120.05,28-02-2018,101
120.07,01-03-2018,103
120.07,02-03-2018,103
120.09,03-03-2018,105
120.09,04-03-2018,105
119.84,05-03-2018,80
119.89,06-03-2018,85
119.82,07-03-2018,78
119.77,08-03-2018,73
119.7,09-03-2018,66
119.69,10-03-2018,65
119.69,11-03-2018,65
119.68,12-03-2018,64
119.67,13-03-2018,63
119.67,14-03-2018,63
119.68,15-03-2018,64
119.66,16-03-2018,62
119.67,17-03-2018,63
119.68,18-03-2018,64
119.73,19-03-2018,69
119.65,20-03-2018,61
119.65,21-03-2018,61
119.64,22-03-2018,60
119.63,23-03-2018,59
119.63,24-03-2018,59
119.65,25-03-2018,61
119.65,26-03-2018,61
119.67,27-03-2018,63
119.66,28-03-2018,62
119.68,29-03-2018,64
119.66,30-03-2018,62
119.66,31-03-2018,62
119.67,01-04-2018,63
119.69,02-04-2018,65
119.77,03-04-2018,73
119.87,04-04-2018,83
119.98,05-04-2018,94
120.19,06-04-2018,115
120.6,07-04-2018,156
122.0,08-04-2018,296
123.75,09-04-2018,471
124.7,10-04-2018,566
125.25,11-04-2018,621
125.48,12-04-2018,644
125.54,13-04-2018,650
125.35,14-04-2018,631
124.87,15-04-2018,583
123.44,16-04-2018,440
122.53,17-04-2018,349
122.16,18-04-2018,312
122.02,19-04-2018,298
121.92,20-04-2018,288
121.82,21-04-2018,278
121.55,22-04-2018,251
121.18,23-04-2018,214
120.84,24-04-2018,180
120.7,25-04-2018,166
120.56,26-04-2018,152
120.45,27-04-2018,141
120.35,28-04-2018,131
120.19,29-04-2018,115
120.18,30-04-2018,114
120.15,01-05-2018,111
120.23,02-05-2018,119
120.22,03-05-2018,118
120.21,04-05-2018,117
120.22,05-05-2018,118
120.18,06-05-2018,114
120.1,07-05-2018,106
120.03,08-05-2018,99
120.0,09-05-2018,96
120.05,10-05-2018,101
120.01,11-05-2018,97
119.98,12-05-2018,94
119.96,13-05-2018,92
119.92,14-05-2018,88
119.82,15-05-2018,78
119.8,16-05-2018,76
119.78,17-05-2018,74
119.74,18-05-2018,70
119.72,19-05-2018,68
119.74,20-05-2018,70
119.78,21-05-2018,74
119.73,22-05-2018,69
119.73,23-05-2018,69
119.72,24-05-2018,68
119.72,25-05-2018,68
119.71,26-05-2018,67
119.71,27-05-2018,67
119.69,28-05-2018,65
119.67,29-05-2018,63
119.66,30-05-2018,62
119.67,31-05-2018,63
119.6,01-06-2018,56
119.59,02-06-2018,55
119.59,03-06-2018,55
119.59,04-06-2018,55
119.59,05-06-2018,55
119.6,06-06-2018,56
119.59,07-06-2018,55
119.59,08-06-2018,55
119.6,09-06-2018,56
119.6,10-06-2018,56
119.59,11-06-2018,55
119.59,12-06-2018,55
119.59,13-06-2018,55
119.59,14-06-2018,55
119.6,15-06-2018,56
119.6,16-06-2018,56
119.59,17-06-2018,55
119.58,18-06-2018,54
119.57,19-06-2018,53
119.57,20-06-2018,53
119.58,21-06-2018,54
119.56,22-06-2018,52
119.56,23-06-2018,52
119.56,24-06-2018,52
119.55,25-06-2018,51
119.55,26-06-2018,51
119.55,27-06-2018,51
119.55,28-06-2018,51
119.56,01-07-2018,52
119.64,02-07-2018,60
119.64,03-07-2018,60
119.63,04-07-2018,59
119.68,05-07-2018,64
119.69,06-07-2018,65
119.69,07-07-2018,65
119.68,08-07-2018,64
119.7,09-07-2018,66
119.7,10-07-2018,66
119.68,11-07-2018,64
119.68,12-07-2018,64
119.69,13-07-2018,65
119.68,14-07-2018,64
119.67,15-07-2018,63
119.69,16-07-2018,65
119.7,17-07-2018,66
119.69,18-07-2018,65
119.7,19-07-2018,66
119.73,20-07-2018,69
119.73,21-07-2018,69
119.83,22-07-2018,79
119.9,23-07-2018,86
119.91,24-07-2018,87
119.91,25-07-2018,87
119.93,26-07-2018,89
119.91,27-07-2018,87
119.89,28-07-2018,85
119.88,29-07-2018,84
119.84,30-07-2018,80
119.77,31-07-2018,73
119.74,01-08-2018,70
119.73,02-08-2018,69
119.71,03-08-2018,67
119.71,04-08-2018,67
119.73,05-08-2018,69
119.73,06-08-2018,69
119.72,07-08-2018,68
119.74,08-08-2018,70
119.73,09-08-2018,69
119.71,10-08-2018,67
119.69,11-08-2018,65
119.68,12-08-2018,64
119.67,13-08-2018,63
119.68,14-08-2018,64
119.68,15-08-2018,64
119.66,16-08-2018,62
119.67,17-08-2018,63
119.66,18-08-2018,62
119.64,19-08-2018,60
119.68,20-08-2018,64
119.76,21-08-2018,72
119.79,22-08-2018,75
119.78,23-08-2018,74
119.76,24-08-2018,72
119.74,25-08-2018,70
119.73,26-08-2018,69
119.71,27-08-2018,67
119.7,28-08-2018,66
119.7,29-08-2018,66
119.69,30-08-2018,65
119.7,31-08-2018,66
119.7,01-09-2018,66
119.69,02-09-2018,65
119.7,03-09-2018,66
119.7,04-09-2018,66
119.69,05-09-2018,65
119.69,06-09-2018,65
119.68,07-09-2018,64
119.68,08-09-2018,64
119.67,09-09-2018,63
119.68,10-09-2018,64
119.68,11-09-2018,64
119.68,12-09-2018,64
119.69,13-09-2018,65
119.69,14-09-2018,65
119.68,15-09-2018,64
119.68,16-09-2018,64
119.69,17-09-2018,65
119.7,18-09-2018,66
119.7,19-09-2018,66
119.7,20-09-2018,66
119.71,21-09-2018,67
119.71,22-09-2018,67
119.72,23-09-2018,68
119.71,24-09-2018,67
119.72,25-09-2018,68
119.7,26-09-2018,66
119.7,27-09-2018,66
119.72,28-09-2018,68
119.73,29-09-2018,69
119.73,30-09-2018,69
119.69,01-10-2018,65
119.68,02-10-2018,64
119.68,03-10-2018,64
119.71,04-10-2018,67
119.7,05-10-2018,66
119.7,06-10-2018,66
119.68,07-10-2018,64
119.67,08-10-2018,63
119.66,09-10-2018,62
119.66,10-10-2018,62
119.65,11-10-2018,61
119.65,12-10-2018,61
119.65,13-10-2018,61
119.63,14-10-2018,59
119.63,15-10-2018,59
119.63,16-10-2018,59
119.63,17-10-2018,59
119.63,18-10-2018,59
119.62,19-10-2018,58
119.61,20-10-2018,57
119.61,21-10-2018,57
119.6,22-10-2018,56
119.6,23-10-2018,56
119.6,24-10-2018,56
119.6,25-10-2018,56
119.61,26-10-2018,57
119.61,27-10-2018,57
119.62,28-10-2018,58
119.62,29-10-2018,58
119.63,30-10-2018,59
119.63,31-10-2018,59
119.64,01-11-2018,60
119.64,02-11-2018,60
119.65,03-11-2018,61
119.66,04-11-2018,62
119.64,05-11-2018,60
119.63,06-11-2018,59
119.63,07-11-2018,59
119.62,08-11-2018,58
119.62,09-11-2018,58
119.63,10-11-2018,59
119.62,11-11-2018,58
119.61,12-11-2018,57
119.58,13-11-2018,54
119.58,14-11-2018,54
119.58,15-11-2018,54
119.58,16-11-2018,54
119.57,17-11-2018,53
119.57,18-11-2018,53
119.59,19-11-2018,55
119.6,20-11-2018,56
119.58,21-11-2018,54
119.57,22-11-2018,53
119.56,23-11-2018,52
119.56,24-11-2018,52
119.56,25-11-2018,52
119.57,26-11-2018,53
119.54,27-11-2018,50
119.51,28-11-2018,47
119.52,29-11-2018,48
119.53,30-11-2018,49
119.55,01-12-2018,51
119.61,02-12-2018,57
119.6,03-12-2018,56
119.57,04-12-2018,53
119.56,05-12-2018,52
119.56,06-12-2018,52
119.53,07-12-2018,49
119.52,08-12-2018,48
119.52,09-12-2018,48
119.53,10-12-2018,49
119.54,11-12-2018,50
119.54,12-12-2018,50
119.55,13-12-2018,51
119.55,14-12-2018,51
119.55,15-12-2018,51
119.56,16-12-2018,52
119.59,17-12-2018,55
119.61,18-12-2018,57
119.64,19-12-2018,60
119.67,20-12-2018,63
119.63,21-12-2018,59
119.59,22-12-2018,55
119.57,23-12-2018,53
119.53,24-12-2018,49
119.52,25-12-2018,48
119.51,26-12-2018,47
119.52,27-12-2018,48
119.52,28-12-2018,48
119.53,29-12-2018,49
119.54,10-01-2019,50
119.56,11-01-2019,52
119.56,12-01-2019,52
119.53,13-01-2019,49
119.51,14-01-2019,47
119.51,15-01-2019,47
119.49,16-01-2019,45
119.49,17-01-2019,45
119.5,18-01-2019,46
119.5,19-01-2019,46
119.48,20-01-2019,44
119.46,21-01-2019,42
119.46,22-01-2019,42
119.51,23-01-2019,47
119.57,24-01-2019,53
119.59,25-01-2019,55
119.61,26-01-2019,57
119.61,27-01-2019,57
119.64,28-01-2019,60
119.64,29-01-2019,60
119.65,30-01-2019,61
119.58,31-01-2019,54
119.5,01-02-2019,46
119.49,02-02-2019,45
119.49,03-02-2019,45
119.5,04-02-2019,46
119.51,05-02-2019,47
119.51,06-02-2019,47
119.51,07-02-2019,47
119.5,08-02-2019,46
119.5,09-02-2019,46
119.49,10-02-2019,45
119.49,11-02-2019,45
119.49,12-02-2019,45
119.51,13-02-2019,47
119.52,14-02-2019,48
119.5,15-02-2019,46
119.5,16-02-2019,46
119.51,17-02-2019,47
119.5,18-02-2019,46
119.5,19-02-2019,46
119.5,20-02-2019,46
119.51,21-02-2019,47
119.52,22-02-2019,48
119.52,23-02-2019,48
119.52,24-02-2019,48
119.5,25-02-2019,46
119.5,26-02-2019,46
119.5,27-02-2019,46
119.5,28-02-2019,46
119.5,01-03-2019,46
119.5,02-03-2019,46
119.5,03-03-2019,46
119.51,04-03-2019,47
119.51,05-03-2019,47
119.5,06-03-2019,46
119.51,07-03-2019,47
119.51,08-03-2019,47
119.53,09-03-2019,49
119.57,10-03-2019,53
119.58,11-03-2019,54
119.59,12-03-2019,55
119.6,13-03-2019,56
119.57,14-03-2019,53
119.55,15-03-2019,51
119.55,16-03-2019,51
119.54,17-03-2019,50
119.57,18-03-2019,53
119.61,19-03-2019,57
119.65,20-03-2019,61
119.68,21-03-2019,64
119.7,22-03-2019,66
119.72,23-03-2019,68
119.81,24-03-2019,77
119.85,25-03-2019,81
119.86,26-03-2019,82
119.88,27-03-2019,84
119.89,28-03-2019,85
119.93,29-03-2019,89
119.95,30-03-2019,91
119.98,31-03-2019,94
120.06,01-04-2019,102
120.26,02-04-2019,122
120.66,03-04-2019,162
120.94,04-04-2019,190
120.96,05-04-2019,192
120.84,06-04-2019,180
120.75,07-04-2019,171
120.53,08-04-2019,149
120.46,09-04-2019,142
120.37,10-04-2019,133
120.35,11-04-2019,131
120.43,12-04-2019,139
120.47,13-04-2019,143
120.67,14-04-2019,163
120.47,15-04-2019,143
120.25,16-04-2019,121
120.11,17-04-2019,107
120.05,18-04-2019,101
120.05,19-04-2019,101
119.98,20-04-2019,94
119.95,21-04-2019,91
119.87,22-04-2019,83
119.78,23-04-2019,74
119.74,24-04-2019,70
119.71,25-04-2019,67
119.69,26-04-2019,65
119.67,27-04-2019,63
119.67,28-04-2019,63
119.63,29-04-2019,59
119.6,30-04-2019,56
119.58,01-05-2019,54
119.58,02-05-2019,54
119.57,03-05-2019,53
119.57,04-05-2019,53
119.57,05-05-2019,53
119.56,06-05-2019,52
119.56,07-05-2019,52
119.55,08-05-2019,51
119.56,09-05-2019,52
119.77,10-05-2019,73
119.82,11-05-2019,78
119.76,12-05-2019,72
119.66,13-05-2019,62
119.72,14-05-2019,68
119.74,15-05-2019,70
119.88,16-05-2019,84
119.77,17-05-2019,73
119.71,18-05-2019,67
119.71,19-05-2019,67
119.7,20-05-2019,66
119.67,21-05-2019,63
119.64,22-05-2019,60
119.6,23-05-2019,56
119.6,24-05-2019,56
119.59,25-05-2019,55
119.58,26-05-2019,54
119.58,27-05-2019,54
119.58,28-05-2019,54
119.57,29-05-2019,53
119.57,30-05-2019,53
119.59,31-05-2019,55
119.6,01-06-2019,56
119.6,02-06-2019,56
119.58,03-06-2019,54
119.56,04-06-2019,52
119.55,05-06-2019,51
119.54,06-06-2019,50
119.54,07-06-2019,50
119.54,08-06-2019,50
119.53,09-06-2019,49
119.52,10-06-2019,48
119.52,11-06-2019,48
119.52,12-06-2019,48
119.38,13-06-2019,34
119.5,14-06-2019,46
119.53,15-06-2019,49
119.56,16-06-2019,52
119.58,17-06-2019,54
119.6,18-06-2019,56
119.6,19-06-2019,56
119.59,20-06-2019,55
119.59,21-06-2019,55
119.58,22-06-2019,54
119.58,23-06-2019,54
119.59,24-06-2019,55
119.59,25-06-2019,55
119.58,26-06-2019,54
119.59,27-06-2019,55
119.66,28-06-2019,62
119.68,29-06-2019,64
119.71,30-06-2019,67
119.71,01-07-2019,67
119.69,02-07-2019,65
119.67,03-07-2019,63
119.66,04-07-2019,62
119.64,05-07-2019,60
119.63,06-07-2019,59
119.64,07-07-2019,60
119.65,08-07-2019,61
119.66,09-07-2019,62
119.66,10-07-2019,62
119.67,11-07-2019,63
119.67,12-07-2019,63
119.66,13-07-2019,62
119.66,14-07-2019,62
119.66,15-07-2019,62
119.68,16-07-2019,64
119.69,17-07-2019,65
119.71,18-07-2019,67
119.72,19-07-2019,68
119.72,20-07-2019,68
119.75,21-07-2019,71
119.72,22-07-2019,68
119.73,23-07-2019,69
119.73,24-07-2019,69
119.76,25-07-2019,72
119.79,26-07-2019,75
119.81,27-07-2019,77
119.82,28-07-2019,78
119.82,29-07-2019,78
119.79,30-07-2019,75
119.76,31-07-2019,72
119.75,01-08-2019,71
119.75,21-08-2019,71
119.73,22-08-2019,69
119.72,23-08-2019,68
119.72,24-08-2019,68
119.71,25-08-2019,67
119.71,26-08-2019,67
119.71,27-08-2019,67
119.71,28-08-2019,67
119.71,29-08-2019,67
119.71,30-08-2019,67
119.7,31-08-2019,66
119.71,03-09-2019,67
119.71,04-09-2019,67
119.71,05-09-2019,67
119.72,06-09-2019,68
119.72,07-09-2019,68
